Company,Categories,Sentence
2022_Community Health Network of Washington .pdf,climate_risk,"‘* the questions addressed, among other related areas, esg integration within the portfolio, including climate risk considerations."
2022_Cooperativa D Seguros Multiples PR.pdf,climate_risk,"for this reason, over the past few years,
we have held regular meetings with executives and directors to discuss physical
climate risks and climate-related opportunities, such as the development of new
products, investments in companies that employ esg (environmental, social,
governance) principles and the inclusion of procedures that help increase our
operational efficiency, which we believe contribute to minimizing co2 emissions."
2022_Cooperativa D Seguros Multiples PR.pdf,climate_risk,"most of the risks included in the risk management strategy are climate related, in
particular physical risks."
2022_Crown Global Ins Co of Amer.pdf,climate_risk,"naic climate risk disclosure survey
2023 submission
january 31, 2024
crown global insurance company of america
identity of survey respondents
this climate risk disclosure survey response is submitted on behalf of the following delaware domiciled
insurance company (“crown” or the “company”):

- crown global insurance company of america, naic # 14679
governance
1."
2022_Crown Global Ins Co of Amer.pdf,climate_risk,"the company is ultimately governed by the board of directors of crown global insurance group, llc
“cgig""), its parent company, and it continuously monitors the viability of its reinsurer counterparties and
its physical risks, including business continuity, disaster planning, redundant systems, and geographically
diverse office locations including bermuda, cayman islands, europe, and multiple us sites."
2022_Crown Global Ins Co of Amer.pdf,climate_risk,climate-related physical risks are mitigated by crown's operational risk and it/cyber strategies above.
2022_Crown Global Ins Co of Amer.pdf,climate_risk,transition risks in crown's segregated account assets are transparently passed through to policyholders.
2022_Crown Global Ins Co of Amer.pdf,climate_risk,"physical risks are mitigated by crown's operational risk and it/cyber strategies: business continuity,
disaster planning, redundant systems, and geographically diverse office locations, including bermuda,
cayman islands, europe, and multiple u.s. sites."
2022_Crown Global Ins Co of Amer.pdf,climate_risk,"crown monitors investment managers and separate account growth rates for the effect, if any, of
transition risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"qo
protective (x5
2023 naic climate risk disclosure survey questions
background
to provide clear direction for achieving robust, insurance-sector specific tcfd report, narrative
and closed ended questions follow, grouped into the tcfd’s four topics: governance, strategy,
risk management, and metrics and targets."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© protective is working to identify intermediate and long-term climate risk goals
and/or targets in alignment with its evolving sustainability strategy."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"describe where climate risk disclosure is handled within the insurer’s structure, e.g.,
at a group level, entity level, or a combination."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"see the risk management section below for more details as to specific
activities undertaken by protective’s erm function about climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"the climate risk policy,
which was adopted in july 2022, outlines protective’s approach to the
management and governance of climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© investment policy committee (ipc) | within the risk appetite framework and
parameters established for climate risk as part of the erm framework, the
investments policy committee is responsible for formulating actionable
investment management strategies for appropriate and timely management
of climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"the ipc may further delegate climate risk authority
to the chief investment officer with reporting, as applicable, to the ipc and
ermc."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© board | the board oversees risk strategy and is regularly updated on risk-
related topics, including climate risk, by the chief risk officer."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© pwc | also, the sustainability task force and vp, sustainability engage with
outside advisors, including pwc, to consider best practices and industry trends
related to climate risk and overall sustainability."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© tennessee department of commerce and insurance | protective
incorporated climate risk in the 2020, 2021, and 2022 own risk and solvency
assessment (orsa) summary report filed with the tennessee department of
commerce and insurance and the new york state department of financial
services.
co new york department of financial services | protective engages with the
new york state department of financial services and other state departments
of insurance via climate change surveys."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© national association of insurance commissioners (naic) | protective
participates in annual naic climate risk surveys, which provide regulators
page 5

."
2022_Dai-ichi Life Holdings Inc Grp.pdf,"climate_risk, renewable_energy","© alabama power company | protective engages with alabama power on
climate risk and resiliency through discussions about energy efficiency and
developments in sustainable power."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"however, over the medium- and long-term.
horizons, we recognize the possibility climate risk may impact our overall business."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"qo
protective (x5
we have incorporated climate risk within our erm framework and risk governance
structure accordingly."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"we seek to understand climate-related risks that impact
our business and will continue to mature stress testing and incorporate other tools
to quantify climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"the metrics and approaches to quantify climate risk will
continue to evolve over time."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"for the fixed-income investment portfolio, protective tracks its exposures
to specific sectors that are considered to have higher climate risk (i.e.,
energy, utilities, food, and agriculture)."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"specifically, protective utilizes a climate risk stress test
based on the prudential regulation authority (pra) climate risk scenario for life
insurers."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"y
© does the insurer provide products or services to support the transition to a low
carbon economy or help customers adapt to climate risk?"
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"annually,
protective undertakes geographic mapping of insured lives and asset
protection liabilities to better understand the exposure to regional
concentrations, as well as exposure to areas with higher climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© physical risk exposure is monitored through geographic
mapping of real estate investments, (including commercial
mortgage loans)."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"as a result of this committee’s work, climate risk was identified as an
evolving risk, and short- and long-term recommendations have been formally
incorporated in the erm framework and risk governance structure."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© asnoted above, we undertake geographic mapping of insured lives and asset
protection liabilities to better understand our exposure to regional
concentrations, as well as exposure to areas with higher climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"qo
protective (x5
losses in the real estate investment portfolio to identify any concentration risk
(regionally and areas with higher climate risk exposure)."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"co annually, protective utilizes a climate risk stress test based on the prudential

regulation authority (pra) climate risk scenario for life insurers."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"© also, annually protective undertakes geographic mapping of real estate
investments (including commercial mortgage loans) to better understand the
exposure to regional concentrations, as well as exposure to areas with higher
climate risk."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"however, over the medium- and long-term horizons,
we recognize the possibility climate risk may impact our overall business."
2022_Dai-ichi Life Holdings Inc Grp.pdf,climate_risk,"we are developing metrics to quantify climate risk
and will continue to advance our approach to identifying and managing
climate risk over time."
2022_Delaware Life Ins Co.pdf,climate_risk,"for submission
electronic submission to california deparment of insurance
[date [august
delaware life insurance company naic 79065
response to climate risk disclosure survey reporting year 2022
governance
1, disclose the insurer’s governance around climate-related risks and opportunities."
2022_Delaware Life Ins Co.pdf,climate_risk,"to
date, the company has not specifically adopted a climate risk policy as climate-related risks are addressed
4s part of the company’s enterprise risk framework."
2022_Delaware Life Ins Co.pdf,climate_risk,"indescribing the metrics used by the insurer to assess and monitor climate risks, consider the
amount of exposure to business lines, sectors, and geographies vulnerable to climate-related
physical risks"
2022_EMBLEMHEALTH .pdf,climate_risk,"2023 naic climate risk disclosure survey
emblemhealth family of companies"
2022_EMBLEMHEALTH .pdf,climate_risk,"lofs

2023 naic climate risk disclosure survey

emblemhealth family of companies

due august 31%, 2023

strategy

narrative

2."
2022_EMBLEMHEALTH .pdf,climate_risk,"when any element of

climate risk is determined to be material, the company will engage all relevant parties for full awareness of the risk, thelr role in risk
management or action items."
2022_EMBLEMHEALTH .pdf,"climate_risk, renewable_energy","further, facilities are preparing to comply with local law 97 as it applies to

buildings over 25,000 square feet to meet new energy efficiency and greenhouse gas emissions limits by 2024 with stricter limits in ‘30

closed ended questions:

‘© has the insurer taken steps to engage key constituencies on the topic of climate risk and resiliency?"
2022_EMBLEMHEALTH .pdf,climate_risk,‘+ does the insurer provide products or services to support the transition to a low carbon economy or help customers adapt to climate risk?
2022_EMBLEMHEALTH .pdf,climate_risk,"also, the company's move to digitation v. physical documents (ie., minimizing transportation of mailings) and its remote work program (i.e,
minimizing vehicle emissions) help contribute to ghg emission mitigation.

2of5

2023 naic climate risk disclosure survey
emblemhealth family of companies
due august 31%, 2023
risk management
narrative
3."
2022_EMBLEMHEALTH .pdf,climate_risk,"the assessment activities include:
30f5

2023 naic climate risk disclosure survey
emblemhealth family of companies
due august 31%, 2023
* leveraging, considering the relevant risk scenarios and threats/impacts surfaced during the materiality determination
exercise, adding to these if applicable
‘© scoring overall risk mitigation efforts, highlighting key risk mitigation activities currently relied upon
‘© setting an overall risk appetite/ target, and scoring overall risk exposure relative to that target, taking into consideration
current mitigation activities
‘© determining ifthe risk exposure or notable contributing factors (pain points) warrant action, then developing action
plans accordingly
closed ended questions
‘© does the insurer have a process for identifying climate-related risks?"
2022_EMBLEMHEALTH .pdf,climate_risk,"no, not at this time, as no climate risks are deemed to be material."
2022_EMBLEMHEALTH .pdf,climate_risk,"the company annually revisits the need for this based on the relevance and
significance of emerging climate risk exposures & opportunities as part ofits annual rsk assessment & materiality determination process
4ofs

2023 naic climate risk disclosure survey
emblemhealth family of companies
due august 31%, 2023
metrics & targets
narrative
4."
"2022_Elderplan, Inc..pdf",climate_risk,"2022 climate risk survey — elderplan, inc.

elderplan, inc.

naic #95662

line of business: health insurance

governance

1."
"2022_Elderplan, Inc..pdf",climate_risk,"though the investment committee will have primary
responsibility for the assessment and development of the climate program, it will receive and

2022 climate risk survey — elderplan, inc.

consider input from leaders across the organization."
"2022_Elderplan, Inc..pdf",climate_risk,"response to question #2 (strategy)
‘as indicated above, elderplan has an understanding of the impact of actual and potential climate-
related risks to its members, which necessarily impacts the ability of elderplan to serve the

2022 climate risk survey — elderplan, inc.
healthcare needs of its members and the cost of care."
"2022_Elderplan, Inc..pdf",climate_risk,"it is expected that the climate program will
include, but will not be limited to:
© assessing and defining actual and potential climate-related risks in an effort to develop
short-term, medium-term and long-term climate-based opportunities and initiatives;
* evaluating and developing protocols for continuous review and assessment of climate-
based risks and opportunities;
* development and maintenance of processes and procedures for the implementation of
climate-based risk mitigation strategies and programs; and
* development of climate risk mitigation performance targets and measurements."
"2022_Elderplan, Inc..pdf",climate_risk,"2022 climate risk survey — elderplan, ine.

(a) describe the insurers’ processes for identifying and assessing climate-related risks."
"2022_Elderplan, Inc..pdf",climate_risk,"2022 climate risk survey — elderplan, ine."
"2022_Elderplan, Inc..pdf",climate_risk,"though elderplan does not foresee significant climate-
based risk across these categories, through the assessment of a climate program, elderplan

2022 climate risk survey — elderplan, inc.
will undertake activities designed to more specifically identify performance metrics and
targets for climate-based risks and opportunities."
2022_EmPRO Insurance Company.pdf,climate_risk,"the board delegates responsibilities for the oversight of the management of climate risks to
its executive management (“management”) and investment advisory committee iac"")."
2022_EmPRO Insurance Company.pdf,climate_risk,"disclose the actual and potential impacts of climate-related risks and opportunities on the insurer's businesses, strategy,
‘and financial planning where such information is material
in disclosing the actual and potential impacts of climate-related risks and opportunities on the insurer's businesses, strategy
‘and financial planning, insurers should consider including the following:
+ describe the steps the insurer has taken to engage key constituencies on the topic of climate risk and resiliency."
2022_EmPRO Insurance Company.pdf,climate_risk,"management therefore views the qualitative exposure to
physical and transition climate risks to be immaterial to its policy liabilities at tis time."
2022_EmPRO Insurance Company.pdf,climate_risk,"no
‘+ does the insurer provide products or services to support the transition to alow carbon economy or help customers,
‘adapt to climate risk?"
2022_Employers Holdings Grp.pdf,carbon_emissions,"providing capital
ey to sectors that support innovation and a transition toward a net-zero carbon
eat ee economy is an important mission for the company."
2022_Employers Holdings Grp.pdf,climate_risk,"as part of our comprehensive enterprise risk management (erm) program,
we maintain and actively monitor a risk register of strategic, operational
and physical risks to determine what the most significant risks are to the
organization, what controls are needed to address these risks, and what the
current and potential impacts are."
2022_Employers Holdings Grp.pdf,renewable_energy,"the same epa calculator is used for this portion of our carbon
footprint and considers our office sizes, varying energy efficiency in
each region across the country, and overall kilowatt hours (kwh) of
electricity purchased."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"2023 naic climate risk disclosure survey — equitable response
the disclosures below are specific to equitable, the financial advice, protection and retirement subsidiaries of equitable holdings, inc., unless otherwise noted."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"goals on climate- responsible for the oversight of
related risks and managing the climate-related finance and risk committee: oversight of enterprise risk management, including physical and transition risks of climate change."
2022_Equitable Holdings Inc Grp.pdf,sustainable_investment,"financial risks, insurers should
consider including the investment committee: oversight of investment risk within the general account portfolio, including equitable's esg investment philosophy and
+ describe where following: guiding principles, esg integration, impact investing activities as well as funding agreement-backed note (fabn issuances)."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"equitable takes climate risk issues seriously and strives to ensure that climate risks are adequately identified, measured and mitigated."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"our $96bn general account represents the most significant portion of our carbon footprint
related risks and identified over the short, and greatest exposure to climate-related transition risk."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"insurer's businesses,
strategy and + define short, medium, and

long-term, if different than

financial planning 7-5 years as short term, 5-10 | our climate risk analytical framework computes provisional stress losses to measure the potential impact of climate change."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,the stress testing and limits framework considers both (a) physical risks and (b) transition risks.
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"the physical risk assessment considers
material."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,this assessment evaluates physical risks over the medium to long term.
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"+ describe the steps
the insurer has taken the transition risk assessment considers the risk to an investment due to the speed of transition away from carbon — including the risk of both more
0 engage ke
conetttoncies on rapid or more gradual transitions to a low-carbon economy than markets anticipate."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"the transition risk assessment limits exposure to enterprises
the topic of climate sensitive to a transition to a low-carbon economy, including both swift and slow or delayed transitions.
risk and resiliency
this year, equitable measured and disclosed scope 1 and scope 2 ghg emissions covering 2019, 2020, 2021 and 2022 for its corporate and branch
+ describe the office locations."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"operations or
organizations for more information on equitable holdings’ approach to managing climate risk, please reference the equitable holdings climate chanae statement."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"for more information on alliancebernstein’s approach to managing climate risk, please reference its climate change statement and tced report."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"b. describe the impact of ‘stress testing analysis as conducted by equitable’s risk management function demonstrated that climate risks does not constitute a material

climate-related risks and portion of our risk profile in comparison to the economic capital required to be held against investment risk."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"hence, the first scenario maximizes transition risks, while the third scenario maximizes physical
risks."
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"yes
engage key constituencies on
the topic of climate risk and
resiliency?"
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"does the insurer provide no
products or services to support
the transition to a low carbon
economy or help customers
adapt to climate risk?"
2022_Equitable Holdings Inc Grp.pdf,sustainable_investment,and transition related risks are addressed ‘+ impact investing: in 2021 we announced our goal to commit $1-2bn towards impact investments by the end of 2023.
2022_Equitable Holdings Inc Grp.pdf,climate_risk,"our esg integrated portfolio is comprised primarily of our corporate credit portfolio, which is
physical risks [answer in the largest allocation within the general account, and, to a lesser extent, our structured credit and us."
"2022_Everest  Group, Ltd..pdf",climate_risk,"the group board maintains an active role in
overseeing climate risk and how climate change considerations are incorporated into our business and
operations."
"2022_Everest  Group, Ltd..pdf",climate_risk,"our board maintains an active role in overseeing our climate risk and how climate change
considerations are incorporated into our business and operations."
"2022_Everest  Group, Ltd..pdf",climate_risk,"1

everest naic climate risk survey response

as part of our erm framework, we have an established enterprise risk committee (erc), which is
comprised of various members of the executive leadership team, including our ceo and chief risk officer."
"2022_Everest  Group, Ltd..pdf",climate_risk,"3

everest naic climate risk survey response

for the 2022 calendar year, everest expanded its inventory to collect scope 1 and 2 emissions
from its u.s. and international offices."
"2022_Everest  Group, Ltd..pdf",climate_risk,"in the short- and medium-term, the physical risks include increased severity of extreme weather
events, such as cyclones, hurricanes and floods."
"2022_Everest  Group, Ltd..pdf",climate_risk,"4

everest naic climate risk survey response

b. describe the impact of climate-related risks and opportunities on the insurer's business,

strategy, and financial planning."
"2022_Everest  Group, Ltd..pdf",renewable_energy,"‘these actions and initiatives include:

© credit risk insurance for wind energy projects in the north sea and taiwan, hydropower projects
in south america and solar energy projects across the globe, with a specific focus on emerging
economies."
"2022_Everest  Group, Ltd..pdf",climate_risk,"5

everest naic climate risk survey response

everest has also been at the forefront of developing advanced insurance solutions and products
related to environmental risks for our clients."
"2022_Everest  Group, Ltd..pdf",sustainable_investment,"this includes renewable energy, government-sponsored green bonds, public works projects
and companies that utilize environmentally friendly materials and demonstrate support for human rights
in their supply chain operations."
"2022_Everest  Group, Ltd..pdf",sustainable_investment,"currently, everest has invested over $200 million in green bonds, which are fixed-income
instruments specifically designed to fund projects with environmental and/or climate or other social
benefits."
"2022_Everest  Group, Ltd..pdf",climate_risk,"with this tool, a
company’s projected emissions are translated to how much the temperature of the world would increase

6

everest naic climate risk survey response
if the whole economy had the same carbon footprint as the company in question."
"2022_Everest  Group, Ltd..pdf",climate_risk,"7

everest naic climate risk survey response
risk management
3."
"2022_Everest  Group, Ltd..pdf",climate_risk,"this allows us to assess the geographical
impacts of climate risk and develop predictive analytics models to refine our pricing tolerances and
product development."
"2022_Everest  Group, Ltd..pdf",climate_risk,"we work with our insureds to consider the impact of climate risk on their operations and property
in conjunction with underwriting, engineering and loss mitigation services we provide."
"2022_Everest  Group, Ltd..pdf",climate_risk,"‘as an investor, the group assesses the impact of climate risks on our global investment portfolio
and identifies investment opportunities in the green sector in anticipation of the shift to a low-carbon
global economy."
"2022_Everest  Group, Ltd..pdf",climate_risk,"the group’s investment portfolio is also highly diversified by risk, industry, location, type

8

everest naic climate risk survey response
and duration of security to further mitigate the impact of climate change."
"2022_Everest  Group, Ltd..pdf",sustainable_investment,"rather, our investment strategy assumes a proactive and measured approach in
transitioning our portfolio from declining heavy carbon-emitting industries to eco-friendly and value
generating opportunities including renewable energy, government sponsored green bonds and public
works projects."
"2022_Everest  Group, Ltd..pdf","climate_risk, carbon_emissions","* provide transparent reporting to stakeholders, such as regulators and investors on our financed
emissions and climate risks associated with our investments;

‘* inform climate strategies and actions to develop innovative products that support the transition
toward a net-zero emissions economy,"
"2022_Everest  Group, Ltd..pdf",climate_risk,"msci’s var offers insights into how climate change
could affect company valuations utilizing a range of physical and transition risk scenarios."
"2022_Everest  Group, Ltd..pdf",climate_risk,"for example,
transition risk scenarios estimate how new climate policies, regulations and green technologies might
affect companies, positively or negatively."
"2022_Everest  Group, Ltd..pdf",climate_risk,"additionally, physical risk scenarios evaluate the impact and
financial risk relating to more extreme weather hazards caused by climate change."
"2022_Everest  Group, Ltd..pdf",climate_risk,"9

everest naic climate risk survey response
‘a. describe the insurers’ processes for identifying and assessing climate-related risks."
"2022_Everest  Group, Ltd..pdf",climate_risk,"furthermore,
we encourage and work with our insureds to consider the impact of climate risk on their operations and
property in conjunction with underwriting, engineering and loss mitigation services we provide."
"2022_Everest  Group, Ltd..pdf",sustainable_investment,"rather, our investment strategy assumes a proactive and measured approach in transitioning our portfolio
from declining heavy carbon-emitting industries to eco-friendly and value generating opportunities
including renewable energy, government sponsored green bonds and public works projects."
"2022_Everest  Group, Ltd..pdf",climate_risk,"we also
endeavor to invest in companies that employ a strategy for expanding the use of renewable and

10

everest naic climate risk survey response
sustainable materials in their production processes and ensure recognition and support of human rights
in their supply chains."
"2022_Everest  Group, Ltd..pdf",climate_risk,"additionally, given our exposure to north atlantic
hurricanes as an important driver of climate loss potential, we also consider this a concentration area,

u

everest naic climate risk survey response
despite the difficulty of showing a definitive climate trend in losses or hazards."
"2022_Everest  Group, Ltd..pdf",climate_risk,"see above at 2.8.1; 2.8.2; 3.a; 3.c.b
2

everest naic climate risk survey response

metrics and targets
4."
"2022_Everest  Group, Ltd..pdf",climate_risk,"our view of climate risk draws upon cedant data, internal claims and a diverse set of external data
sources."
"2022_Everest  Group, Ltd..pdf",climate_risk,"in describing the metrics used by the insurer to assess and monitor climate risks,
consider the amount of exposure to business lines, sectors, and geographies
vulnerable to climate-related physical risks [answer in absolute amounts and
percentages if possible], alignment with climate scenarios, [1 in 100 years probable

3b

everest naic climate risk survey response
maximum loss, climate var, carbon intensity], and the amount of financed or
underwritten carbon emissions)

everest is aligned with msci's implied temperature rise metric, which is designed to show the
‘temperature alignment of companies, portfolios and funds with global climate goals."
2022_Everlake Holdings Grp.pdf,climate_risk,"@ everlake
naic climate risk disclosure survey
august 23, 2023

everlake

table of contents:"
2022_Everlake Holdings Grp.pdf,climate_risk,"everlake operates in an
environment where our profile of underwriting activities has low or no exposure to climate risk."
2022_Everlake Holdings Grp.pdf,climate_risk,"disclose the actual and potential impacts of climate-related risks and opportunities on the insurer's
businesses, strategy, and financial planning where such information is material
in disclosing the actual and potential impacts of climate-related risks and opportunities on the insurer's
businesses, strategy and financial planning, insurers should consider including the following:
+ describe the steps the insurer has taken to engage key constituencies on the topic of climate risk
and resiliency."
2022_Everlake Holdings Grp.pdf,climate_risk,"everlake operates in an environment where our profile of underwriting
activities has low or no exposure to climate risk."
2022_Everlake Holdings Grp.pdf,climate_risk,"depending upon the investment asset class, weighing
the potential impact of climate risk may be a component within the broader investment process."
2022_Everlake Holdings Grp.pdf,climate_risk,"‘such potential climate-related investment risks include physical risks and transition risks, including but not
limited to (i) chronic or acute physical effects of climate change, including extreme weather (an acute
physical event) or other events related to the physical effects of climate change, (ii) climate-related
regulations requiring more expansive disclosure or imposing certain taxes and (iii) market or business
trends that may require capital expenditures, product or service redesigns or innovations or changes to
‘operations and supply chains to meet changing customer expectations."
2022_Everlake Holdings Grp.pdf,climate_risk,"+ has the insurer taken steps to engage key constituencies on the topic of climate risk and resiliency?
(yin) *
y
+"
2022_Everlake Holdings Grp.pdf,climate_risk,customers adapt to climate risk?
2022_Everlake Holdings Grp.pdf,climate_risk,"response
3.a. everlake operates in an environment where our profile of underwriting activities has low or no exposure
to climate risk, and we are not currently offering any new products."
2022_Everlake Holdings Grp.pdf,climate_risk,"3.b. everlake operates in an environment where our profile of underwriting activities has low or no exposure
to climate risk, and we are not currently offering any new products."
2022_FAIRFAX FIN GRP.pdf,climate_risk,"© indescribing the metrics used by the insurer to assess and monitor climate risks,
consider the amount of exposure to business lines, sectors, and geographies
vulnerable to climate-related physical risks [answer in absolute amounts and
percentages if possible), alignment with climate scenarios, [1 in 100 years
probable maximum loss, climate var, carbon intensity], and the amount of
financed or underwritten carbon emissions)

*"
2022_FAIRFAX FIN GRP.pdf,climate_risk,"the company uses maximum possible loss modeling techniques and
‘aggregation of limits exposed to assess and monitor potential catastrophic
events, which includes climate-related physical risks."
2022_Falcon Ins Co.pdf,climate_risk,"climate risk disclosure survey
file with the
illinois director of insurance
by
falcon insurance company
724 enterprise drive
oak brook, il 60523
august 30, 2023
name, title, address, and telephone number of the individual to whom notices and
correspondence concerning this statement should be addressed:
stephanie edlen
treasurer
falcon insurance company
oak brook, il
(630) 423-3145
sedlen@falconinsgroup.com

governance

1."
2022_Fallon Comm Hlth Plan Inc.pdf,climate_risk,"describe the steps the insurer has taken to engage key constituencies on the topic of climate risk
and resiliency.*i

+ describe the insurer's plan to assess, reduce, or mitigate its greenhouse gas emissions in its
operations or organizations."
2022_Fallon Comm Hlth Plan Inc.pdf,climate_risk,fallon health currently does not model out climate risk scenarios.
2022_Fallon Comm Hlth Plan Inc.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks and opportunities in line
with its strategy and risk management process, insurers should consider including the following:
© indescribing the metrics used by the insurer to assess and monitor climate risks, consider
the amount of exposure to business lines, sectors, and geographies vulnerable to climate-
related physical risks"
2022_Farmers New World Life Ins Co.pdf,climate_risk,"introduction
our response to this climate risk survey is provided on behalf of farmers insurance exchange, fire
insurance exchange, truck insurance exchange and their various subsidiaries and affiliates, including the
attorney-in-fact of the exchanges and its subsidiaries (all entities are collectively referred to herein as
“farmers”."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"direct impacts or physical risk such as increased frequency and
confidential

severity of precipitation events, droughts and wildfire are among the multiplicity of conditions that
could impact ultimate loss events for insureds."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"some geographical areas in the us could be prone to
more severe weather caused by climate change; however, the climate risk is not isolated in any one
‘geographical location."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"the key
risk areas are outlined below:
short term (1-3 years): risk based pricing, hazard management, and regulatory mandate on coverage
in the short term, insurers such as farmers face transition risk from regulatory uncertainty."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"while farmers cannot directly impact customer choices in selecting lower carbon products or adapt to
climate risk, we can encourage and influence-theie behaviors through education and incentives such as
discounts on premiums or services for risk prevention and mitigation efforts."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"we believe asset disposition is not the only way to reduce the carbon footprint of
the investment portfolio and our asset managers’ engagement with the companies we invest in is a
more effective way to reduce carbon and plays a key role in managing climate risk."
2022_Farmers New World Life Ins Co.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess
climate-related risks and opportunities in line with its strategy and risk management process, insurers
should consider including the following:
‘+ in describing the metrics used by the insurer to assess and monitor climate risks, consider the
amount of exposure to business lines, sectors, and geographies vulnerable to climate-related
physical risks"
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the ac receives
updates on climate risk as a subset of investment risks, and may also receive updates on overall
esg-related matters."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the cro will continue to update the ac on f&g’s climate risk profile as risks
and opportunities arise."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"additional governance committees

in addition, these groups utilize and rely on other committees within f&g to ensure all risks and
opportunities related to esg and specifically climate risk and opportunities are addressed
appropriately."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,renewable_energy,"these
investments include altus power, a solar power company that provides clean electricity to
‘commercial, industrial, and municipal clients across the us, and goodleap, one of the nation’s
premier companies in residential solar financing
2"
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the pilot results will aid in developing a comprehensive strategy related to
climate risk, which includes a plan to conduct an overall scenario analysis on the investment
portfolio and to assess transition risk by asset class and sector for the portfolio using different
climate scenarios."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the pilot run included nine sectors of the global economy in
three countries, representing a cross-section of f&g’s physical and transition risk exposures across
21 securities."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"network for greening the
financial system (“ngfs"") scenarios were leveraged for transition risk and intergovernmental
panel on climate change (“ipcc”) scenarios were used for physical risk."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the impact is lower than the
transition risk scenarios as physical risk becomes more significant in the modeling only after 2050,
past the end point of the current scenario anlysis."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the analysis also included an assessment of physical risk
of three commercial properties held in the f&g portfolio."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"overall results for the pilot scenario analysis indicated larger impacts under the orderly and
disorderly scenarios by 2050, which is expected giving the targeting of the pilot towards energy-
intensive industries to learn more about potential impacts from physical and transition risk."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the
pilot results will aid in developing a comprehensive strategy related to climate risk, which includes
a plan to conduct an overall scenario analysis on the investment portfolio and to assess transition
risk by asset class and sector for the portfolio using different climate scenarios."
