company,word,count
RLI,market,2177
RLI,year,2073
RLI,earnings,1908
RLI,think,1865
RLI,rli,1806
RLI,business,1790
RLI,research,1424
RLI,capital,1286
RLI,intelligence,1187
RLI,officer,1141
RLI,chief,1065
RLI,craig,1015
RLI,president,993
RLI,copyright,966
RLI,rights,957
RLI,corp,878
RLI,content,869
RLI,growth,846
RLI,rate,840
RLI,good,822
RLI,question,801
RLI,michael,791
RLI,casualty,771
RLI,ratio,760
RLI,loss,758
RLI,going,750
RLI,million,719
RLI,operating,717
RLI,reserved,701
RLI,stone,674
RLI,little,670
RLI,mean,646
RLI,operator,609
RLI,bit,572
RLI,underwriting,561
RLI,continue,530
RLI,william,530
RLI,kliethermes,526
RLI,property,522
RLI,iq,505
RLI,premium,495
RLI,investment,490
RLI,financial,478
RLI,like,474
RLI,mike,448
RLI,markets,443
RLI,results,402
UVE,global,1375
UVE,quarter,1216
UVE,million,885
UVE,year,861
UVE,officer,775
UVE,market,764
UVE,division,705
UVE,universal,664
UVE,intelligence,596
UVE,chief,586
UVE,insurance,543
UVE,earnings,519
UVE,claims,490
UVE,content,487
UVE,florida,453
UVE,holdings,414
UVE,copyright,414
UVE,rights,411
UVE,loss,406
UVE,capital,405
UVE,think,376
UVE,growth,365
UVE,reinsurance,363
UVE,inc,340
UVE,net,328
UVE,sean,325
UVE,reserved,314
UVE,jon,309
UVE,like,301
UVE,frank,273
UVE,rate,270
UVE,downes,242
UVE,director,231
UVE,donaghy,226
UVE,chairman,221
UVE,executive,219
UVE,financial,216
UVE,prior,214
UVE,increase,212
UVE,ratio,212
UVE,direct,209
UVE,president,193
UVE,business,189
UVE,management,187
UVE,risk,178
UVE,states,175
UVE,iq,165
UVE,second,165
UVE,samir,164
UVE,stephen,162
IFC,think,2962
IFC,year,2821
IFC,global,2688
IFC,market,2373
IFC,division,2124
IFC,quarter,2115
IFC,charles,2106
IFC,lines,1743
IFC,research,1722
IFC,financial,1721
IFC,brindamour,1673
IFC,business,1669
IFC,capital,1634
IFC,director,1607
IFC,ratio,1378
IFC,earnings,1352
IFC,growth,1329
IFC,intact,1316
IFC,intelligence,1197
IFC,question,1195
IFC,personal,1162
IFC,rate,1133
IFC,executive,1108
IFC,corporation,1075
IFC,chief,1045
IFC,officer,1044
IFC,copyright,1016
IFC,rights,1015
IFC,commercial,1001
IFC,points,872
IFC,vice,867
IFC,line,859
IFC,ceo,847
IFC,yes,816
IFC,senior,798
IFC,auto,792
IFC,combined,709
IFC,president,706
IFC,claims,678
IFC,million,676
IFC,bit,675
IFC,look,670
IFC,reserved,619
IFC,content,612
IFC,industry,603
IFC,good,592
IFC,point,577
IFC,strong,532
IFC,markets,497
IFC,louis,465
SREN,think,3013
SREN,global,2776
SREN,year,2604
SREN,question,2378
SREN,group,2200
SREN,business,2151
SREN,division,2056
SREN,market,2023
SREN,capital,1892
SREN,chief,1614
SREN,officer,1596
SREN,swiss,1405
SREN,research,1343
SREN,intelligence,1220
SREN,earnings,1180
SREN,financial,1135
SREN,quarter,997
SREN,copyright,981
SREN,bit,958
SREN,rights,946
SREN,second,873
SREN,operator,828
SREN,going,772
SREN,ratio,769
SREN,actually,725
SREN,reserved,689
SREN,ltd,626
SREN,million,592
SREN,course,576
SREN,billion,563
SREN,george,549
SREN,look,534
SREN,content,529
SREN,losses,508
SREN,expect,505
SREN,time,505
SREN,years,494
SREN,good,491
SREN,loss,456
SREN,john,453
SREN,underwriting,448
SREN,life,434
SREN,impact,433
SREN,combined,433
SREN,david,431
SREN,like,428
SREN,quinn,422
SREN,mean,416
SREN,little,413
SREN,growth,370
HRTG,quarter,2016
HRTG,global,1612
HRTG,division,1324
HRTG,million,1302
HRTG,year,1139
HRTG,market,987
HRTG,earnings,764
HRTG,heritage,750
HRTG,research,746
HRTG,bruce,719
HRTG,intelligence,693
HRTG,insurance,692
HRTG,ceo,652
HRTG,think,646
HRTG,lucas,608
HRTG,loss,595
HRTG,chairman,572
HRTG,florida,562
HRTG,holdings,559
HRTG,content,546
HRTG,ratio,528
HRTG,copyright,526
HRTG,rights,509
HRTG,inc,473
HRTG,rate,435
HRTG,going,418
HRTG,yes,408
HRTG,business,377
HRTG,like,358
HRTG,financial,353
HRTG,reinsurance,353
HRTG,board,353
HRTG,premiums,350
HRTG,reserved,347
HRTG,net,336
HRTG,kirk,296
HRTG,claims,292
HRTG,losses,290
HRTG,fourth,288
HRTG,capital,282
HRTG,premium,271
HRTG,policies,252
HRTG,officer,245
HRTG,operator,243
HRTG,arash,239
HRTG,increase,237
HRTG,chief,236
HRTG,lusk,230
HRTG,thomas,225
HRTG,second,221
APO,global,3852
APO,quarter,2695
APO,market,2367
APO,capital,2260
APO,division,2224
APO,apollo,2223
APO,business,2096
APO,think,2023
APO,management,1963
APO,billion,1795
APO,fund,1764
APO,earnings,1681
APO,year,1606
APO,credit,1583
APO,research,1466
APO,investment,1224
APO,equity,1166
APO,like,1150
APO,intelligence,1094
APO,private,1052
APO,growth,1032
APO,question,1007
APO,athene,991
APO,funds,962
APO,copyright,944
APO,rights,920
APO,co,917
APO,operator,805
APO,million,790
APO,marc,773
APO,llc,727
APO,going,721
APO,senior,705
APO,look,619
APO,director,591
APO,content,567
APO,reserved,544
APO,time,540
APO,expect,476
APO,harris,466
APO,continue,432
APO,assets,428
APO,carry,417
APO,founder,408
APO,kind,397
APO,financial,388
APO,portfolio,367
APO,inc,362
APO,years,348
APO,martin,339
SKWD,global,496
SKWD,quarter,417
SKWD,market,355
SKWD,division,326
SKWD,think,315
SKWD,year,289
SKWD,andrew,241
SKWD,business,230
SKWD,like,204
SKWD,million,202
SKWD,sort,200
SKWD,question,200
SKWD,research,191
SKWD,mark,191
SKWD,intelligence,183
SKWD,kind,179
SKWD,robinson,177
SKWD,scott,169
SKWD,ceo,168
SKWD,skyward,162
SKWD,earnings,162
SKWD,specialty,160
SKWD,right,159
SKWD,income,148
SKWD,portfolio,147
SKWD,growth,141
SKWD,insurance,140
SKWD,group,136
SKWD,rights,135
SKWD,reserved,134
SKWD,property,132
SKWD,loss,127
SKWD,copyright,125
SKWD,inc,116
SKWD,board,115
SKWD,operator,115
SKWD,good,111
SKWD,chairperson,111
SKWD,look,105
SKWD,ratio,88
SKWD,line,78
SKWD,way,72
SKWD,going,68
SKWD,yes,67
SKWD,investment,60
SKWD,share,58
SKWD,continue,58
SKWD,book,57
SKWD,great,57
SKWD,exposure,53
ALL,quarter,99415
ALL,global,97211
ALL,year,92191
ALL,market,73719
ALL,division,70882
ALL,business,69921
ALL,think,66508
ALL,million,52615
ALL,earnings,47741
ALL,capital,46920
ALL,intelligence,40740
ALL,research,39537
ALL,question,34290
ALL,ratio,33555
ALL,copyright,33547
ALL,rights,32951
ALL,going,27886
ALL,rate,26629
ALL,president,26357
ALL,growth,26143
ALL,loss,25834
ALL,insurance,24786
ALL,group,23093
ALL,reserved,22782
ALL,financial,22538
ALL,executive,21339
ALL,investment,20010
ALL,content,19916
ALL,officer,19867
ALL,chief,18639
ALL,like,18499
ALL,chairman,18244
ALL,ceo,18213
ALL,net,16530
ALL,results,15755
ALL,income,15708
ALL,good,15666
ALL,lines,15304
ALL,director,15100
ALL,new,14885
ALL,look,12977
ALL,continue,12600
ALL,billion,12430
ALL,losses,12134
ALL,second,11914
ALL,operator,11465
ALL,combined,11423
ALL,time,11013
ALL,commercial,10835
ALL,years,10738
