ticker,file,sentence,sentiment,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,type,quarter,year
ALL,ALL_1Q11.pdf,"Over the last 4 years, we've seen a dramatic
increase in what we would call non-model Cats, which are any large severe storms, catastrophes that
are not modeled by the catastrophe models called hurricanes, earthquakes  And so you have seen a big
increases in severe weather","{'neg': 0.178, 'neu': 0.779, 'pos': 0.043, 'compound': -0.8074}",41.71,22.75,0.0,0.8695652173913043,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"And so you have seen a big
increases in severe weather  So if you look at our catastrophe losses, they've been over $2 billion at the
last 3 full years","{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.8658}",66.41,14.67,0.0,0.9333333333333333,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"So if you look at our catastrophe losses, they've been over $2 billion at the
last 3 full years  And prior to that they were much lower than that if you look at '06 and '07","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.8519}",68.78,15.51,0.0,0.8333333333333334,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"There's the ""personal lines"" business, which tends to be very short-tail, and any changes there rattle
through relatively quickly  And you saw a little bit of that this quarter in terms of catastrophes, and a little
bit of bodily injury from '09 and '10","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.4215}",43.74,21.24,0.0,0.8409090909090909,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"And you saw a little bit of that this quarter in terms of catastrophes, and a little
bit of bodily injury from '09 and '10  Then of course, we have about $1","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4215}",64.38,15.3,0.0,0.78125,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"There's probably 2 tracks to watch on it  There's aggregate catastrophe, model
catastrophe management and we're well into that one, and have done a very good job of reducing our
peak P&L exposures","{'neg': 0.204, 'neu': 0.673, 'pos': 0.123, 'compound': -0.6712}",46.44,20.47,0.0,0.9393939393939394,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"There's aggregate catastrophe, model
catastrophe management and we're well into that one, and have done a very good job of reducing our
peak P&L exposures  There's managing exposures to non-model catastrophes, and we're more in the
middle of that track","{'neg': 0.176, 'neu': 0.719, 'pos': 0.106, 'compound': -0.6712}",30.88,23.0,0.0,0.825,earnings call,1Q,2011
ALL,ALL_1Q11.pdf,"There's managing exposures to non-model catastrophes, and we're more in the
middle of that track  And there's fixing aggregate returns, and we're probably in some of the earlier
innings in terms of change that you'll see on that track","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",40.35,21.75,0.0,0.7435897435897436,earnings call,1Q,2011
ALL,ALL_1Q12.pdf,"We continue to gain approval for rate changes in the 8% to 9% range countrywide  The
chart in the upper right-hand corner provides the trends for loss cost, excluding catastrophes","{'neg': 0.064, 'neu': 0.754, 'pos': 0.182, 'compound': 0.6369}",57.95,17.33,0.0,0.8333333333333334,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"2, 11 2 points better than prior year, reflecting the improvement in the underlying
combined ratio and lower catastrophe losses in the first quarter of 2012 versus the first quarter of 2011","{'neg': 0.22, 'neu': 0.64, 'pos': 0.14, 'compound': -0.5267}",39.0,17.8,0.0,0.78125,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"2 points better than prior year, reflecting the improvement in the underlying
combined ratio and lower catastrophe losses in the first quarter of 2012 versus the first quarter of 2011 
We continue to focus on raising returns in this business","{'neg': 0.185, 'neu': 0.697, 'pos': 0.118, 'compound': -0.5267}",30.88,21.0,0.0,0.8,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"And then how do I reconcile that with -- in the supplement,
Page 18, it shows about 5 5% rate increases in auto","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",74.53,14.25,0.0,0.9565217391304348,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"prices spiking in those periods  Our actual underlying severities on non-catastrophe-related stuff went
up","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",14.97,22.74,0.0,1.0,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"Our actual underlying severities on non-catastrophe-related stuff went
up  So I feel like we've made a lot of progress on that piece, too","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.6771}",56.59,17.9,0.0,0.9565217391304348,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"They're headed in
the right direction  Last year, we had an underwriting loss on those businesses in large part because of
catastrophes","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.3182}",57.61,14.25,0.0,0.9545454545454546,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"Last year, we had an underwriting loss on those businesses in large part because of
catastrophes  But even when you exclude catastrophes, we thought we could run a higher profit margin
in those businesses, given where the competitors are","{'neg': 0.091, 'neu': 0.821, 'pos': 0.088, 'compound': 0.2144}",40.35,19.7,0.0,0.8974358974358975,earnings call,1Q,2012
ALL,ALL_1Q12.pdf,"But even when you exclude catastrophes, we thought we could run a higher profit margin
in those businesses, given where the competitors are  And so we have some work to do still","{'neg': 0.065, 'neu': 0.829, 'pos': 0.106, 'compound': 0.3612}",64.38,16.55,0.0,0.9375,earnings call,1Q,2012
ALL,ALL_1Q13.pdf,"On a consolidated basis, we
produced net income of $709 million and operating income of $647 million  Both were less than the first
quarter of 2012 due to higher catastrophe losses this year","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.7964}",46.44,16.84,0.0,0.8787878787878788,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"Both were less than the first
quarter of 2012 due to higher catastrophe losses this year  The underlying property-liability combined
ratio of 87","{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.7964}",39.67,16.16,0.0,0.9565217391304348,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"We continue to raise returns from the homeowners business with an Allstate brand homeowners combined
ratio of 85 1 despite over 18 points of catastrophe losses","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7964}",45.09,15.02,0.0,0.9230769230769231,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"1 despite over 18 points of catastrophe losses  The underlying combined ratio was improved
1","{'neg': 0.32, 'neu': 0.541, 'pos': 0.14, 'compound': -0.6124}",47.79,11.33,0.0,0.9333333333333333,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"In the first quarter, on a consolidated basis, we generated $709 million and $647 million in
net and operating income, respectively, shown on the top of Slide 4  These results were less than the first
quarter 2012, as we recorded more catastrophe losses this quarter","{'neg': 0.145, 'neu': 0.775, 'pos': 0.079, 'compound': -0.6674}",25.8,22.44,0.0,0.8222222222222222,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"These results were less than the first
quarter 2012, as we recorded more catastrophe losses this quarter 
Property-liability recorded $616 million in net income, $79 million less than the first quarter of 2012,
primarily due to the higher level of catastrophe losses this quarter","{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.941}",26.82,21.24,0.0,0.6590909090909091,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"Property-liability recorded $616 million in net income, $79 million less than the first quarter of 2012,
primarily due to the higher level of catastrophe losses this quarter  Earned premium of $6","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.7964}",31.55,18.85,0.0,0.8387096774193549,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"2, including 5 3 points of catastrophe
losses","{'neg': 0.542, 'neu': 0.458, 'pos': 0.0, 'compound': -0.7964}",63.36,13.2,0.0,1.0,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"3 points of catastrophe
losses 
The $100 million increase in recorded catastrophe losses in the quarter was driven by lower favorable prior
year reserve reestimates this year versus the first quarter of 2012","{'neg': 0.343, 'neu': 0.544, 'pos': 0.113, 'compound': -0.9001}",37.98,16.84,0.0,0.7878787878787878,earnings call,1Q,2013
ALL,ALL_1Q13.pdf,"The $100 million increase in recorded catastrophe losses in the quarter was driven by lower favorable prior
year reserve reestimates this year versus the first quarter of 2012 
The underlying combined ratio was 87","{'neg': 0.213, 'neu': 0.664, 'pos': 0.124, 'compound': -0.5994}",36.97,18.31,0.0,0.8235294117647058,earnings call,1Q,2013
ALL,ALL_1Q14.pdf,"Operating income of $588 million was 9 1% lower than in the first
quarter of 2013, primarily due to higher catastrophe and non-catastrophe weather-related losses","{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.8519}",29.18,16.4,0.0,0.96,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"1% lower than in the first
quarter of 2013, primarily due to higher catastrophe and non-catastrophe weather-related losses 
Operating income per diluted share decreased only 3","{'neg': 0.278, 'neu': 0.657, 'pos': 0.066, 'compound': -0.7964}",19.71,18.09,0.0,1.0,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"Catastrophe losses
were $445 million, 24% higher than the first quarter of 2013  Net investment income for the Property-
Liability segment was down 8","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.836}",38.66,16.27,0.0,0.9583333333333334,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"The charts on the left-hand side show the earned premium and underlying loss
trends for Allstate brand auto and home, while the charts on the right show the combined ratio trends 
For Allstate brand auto, you can see the impact of non-catastrophe weather in the underlying loss ratioTHE ALLSTATE CORPORATION FQ1 2014 EARNINGS CALL  MAY 07, 2014
WWW","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.5574}",21.07,26.65,0.0,0.7241379310344828,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"For Allstate brand auto, you can see the impact of non-catastrophe weather in the underlying loss ratioTHE ALLSTATE CORPORATION FQ1 2014 EARNINGS CALL  MAY 07, 2014
WWW SPCAPITALIQ","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",34.6,18.34,0.0,0.9285714285714286,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"Finally, injury frequency declined slightly while severity showed only modest growth over the prior year 
We continue to take rate increases as needed in the first quarter, as shown on the graph on the upper
right, with average state-specific rate increases of 2","{'neg': 0.06, 'neu': 0.884, 'pos': 0.056, 'compound': -0.0516}",27.83,22.78,0.0,0.8372093023255814,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"We continue to take rate increases as needed in the first quarter, as shown on the graph on the upper
right, with average state-specific rate increases of 2 5% in 19 states","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",55.92,17.8,0.0,0.78125,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"For Allstate brand homeowners, showed on the bottom half of the slide, the first quarter story is similar
to auto  Underlying loss cost per policy reflects an increase in non-catastrophe weather-related losses,
such as frozen pipes, ice damage and higher levels of fire losses","{'neg': 0.248, 'neu': 0.709, 'pos': 0.043, 'compound': -0.875}",26.82,23.05,0.0,0.9318181818181818,earnings call,1Q,2014
ALL,ALL_1Q14.pdf,"Underlying loss cost per policy reflects an increase in non-catastrophe weather-related losses,
such as frozen pipes, ice damage and higher levels of fire losses  The first quarter increase in homeowners
losses was driven by states that experienced lower-than-average temperatures","{'neg': 0.31, 'neu': 0.601, 'pos': 0.089, 'compound': -0.886}",14.97,23.81,0.0,0.9230769230769231,earnings call,1Q,2014
ALL,ALL_1Q15.pdf,"7,
which was better than last year  This decline reflected lower catastrophes, which also shows the benefit ofTHE ALLSTATE CORPORATION FQ1 2015 EARNINGS CALL  MAY 06, 2015
WWW","{'neg': 0.066, 'neu': 0.755, 'pos': 0.178, 'compound': 0.5719}",51.52,16.91,0.0,0.9285714285714286,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"This decline reflected lower catastrophes, which also shows the benefit ofTHE ALLSTATE CORPORATION FQ1 2015 EARNINGS CALL  MAY 06, 2015
WWW SPCAPITALIQ","{'neg': 0.087, 'neu': 0.794, 'pos': 0.119, 'compound': 0.2023}",32.22,17.89,0.0,0.9545454545454546,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"When you take out the volatility associated with catastrophes and reserve changes, you can see that the
underlying combined ratio deteriorated slightly, but within the full year range of 87 to 89  This level of
profitability does include expenses, which build long-term value, such as growing Esurance and investing
in long-term growth platforms, and I'll talk about that in just a minute","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.8807}",17.01,29.96,0.0,0.8548387096774194,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"7 was
a 1 0 lower than the prior year quarter driven by catastrophe losses of $294 million, which were 33","{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.8519}",67.08,10.3,0.0,1.0,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"0 lower than the prior year quarter driven by catastrophe losses of $294 million, which were 33 9%
lower than the prior year quarter","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.8885}",55.58,11.27,0.0,0.75,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Total premium grew 4 8% in the first quarter of 2015 compared to the same period last year, reflecting the
combination of policy and average premium increases","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",35.61,21.17,0.0,0.8518518518518519,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"8% in the first quarter of 2015 compared to the same period last year, reflecting the
combination of policy and average premium increases 
Exhibits to the right of this chart displays the Property-Liability recorded and underlying combined ratio
trends","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",14.97,25.86,0.0,0.7948717948717948,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Exhibits to the right of this chart displays the Property-Liability recorded and underlying combined ratio
trends  You can see the recorded first quarter combined ratio was lower than the historical first quarter
average and below the first quarter of 2014, due to lower catastrophe losses","{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.8885}",17.34,23.33,0.0,0.6666666666666666,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"You can see the recorded first quarter combined ratio was lower than the historical first quarter
average and below the first quarter of 2014, due to lower catastrophe losses 
Total underlying combined ratio of 89 was more in line with the historical trend and was impacted by
higher auto losses in the first quarter of 2015 versus the prior year quarter","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.9217}",9.56,27.68,0.0,0.6229508196721312,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Our regional teams have been quick to identify these developing trends on a local market basis and have
taken and will continue to take appropriate underwriting and pricing actions to achieve our targeted
returns 
Given current trends, we expect the level of underwriting changes and rate increases to accelerate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",13.28,26.95,0.0,0.8367346938775511,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Given current trends, we expect the level of underwriting changes and rate increases to accelerate 
Improved rate increases in April of 2015 exceed that of the entire first quarter of 2015","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4767}",40.01,16.27,0.0,0.7741935483870968,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Improved rate increases in April of 2015 exceed that of the entire first quarter of 2015  The result of our
regional teams adjusting the timing and the amount of rates that were already planned in the year","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.4767}",50.84,18.04,0.0,0.7297297297297297,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Let's discuss Allstate brand homeowners  Growing homeowners in parts of the country
that are adequately priced and have acceptable exposure to catastrophes","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",32.22,17.89,0.0,0.9545454545454546,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Growing homeowners in parts of the country
that are adequately priced and have acceptable exposure to catastrophes  Policy growth is being driven by
both increased new business and improved retention","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8689}",32.57,21.33,0.0,0.9666666666666667,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Average underlying losses and expenses per
policy were essentially flat to the prior year quarter  Non-catastrophe frequency in the first quarter of 2015
was 7","{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.4019}",29.18,21.2,0.0,0.92,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Non-catastrophe frequency in the first quarter of 2015
was 7 9 points below the prior year quarter, and the 6","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",59.64,12.0,0.0,0.9,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Encompass' first quarter recorded combined ratio of 95 6 improved by 7 points, primarily driven by lower
catastrophe losses","{'neg': 0.339, 'neu': 0.547, 'pos': 0.113, 'compound': -0.7351}",35.27,13.92,0.0,0.9473684210526315,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"We have also posted an explanatory
document on ASRs our Investor Relations website this morning 
Yesterday afternoon, we communicate the details of our 2015 catastrophe reinsurance program, excluding
Florida","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6597}",8.2,22.63,0.0,0.9655172413793104,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Yesterday afternoon, we communicate the details of our 2015 catastrophe reinsurance program, excluding
Florida  We rolled our expiring nationwide contract in a similar to lower-cost agreements and added
approximately $300 million of coverage for growth in our business","{'neg': 0.1, 'neu': 0.794, 'pos': 0.107, 'compound': -0.1779}",7.53,25.73,0.0,0.8947368421052632,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"That's what I said last quarter too, we saw similar trends to the Allstate brand in the first quarter 
And so we are also accelerating rate increases and taking underwriting actions and there is a need to
improve the loss ratio in the Esurance brand over the course of this year","{'neg': 0.042, 'neu': 0.904, 'pos': 0.054, 'compound': 0.1531}",36.63,23.54,0.0,0.803921568627451,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"And so we are also accelerating rate increases and taking underwriting actions and there is a need to
improve the loss ratio in the Esurance brand over the course of this year 
On the advertising side, it's a little bit more complicated","{'neg': 0.051, 'neu': 0.885, 'pos': 0.064, 'compound': 0.1531}",37.31,21.56,0.0,0.8809523809523809,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"So the
average premiums paid by customers has been steadily increasing  Then we look at [ph] and we look at
competitor rate increases and we believe we're going to be part of the path taken by rates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",50.84,20.21,0.0,0.8108108108108109,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"Then we look at [ph] and we look at
competitor rate increases and we believe we're going to be part of the path taken by rates  So as a result,
it's going to come down to execution and not just execution on how we take rate and how carefully we
do it, but how we execute on the rest of the system, all those other factors; trusted advise from agents,
service, product design, excellent claim service, effectiveness of our advertising, the productivity andTHE ALLSTATE CORPORATION FQ1 2015 EARNINGS CALL  MAY 06, 2015
WWW","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.8873}",-14.47,41.5,0.0,0.7311827956989247,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"So I think as we pointed out in the Q, I'm sorry, in the
Investors sup on Page 13, footnote 9, April rates actually exceeded that of the entire first quarter  So
it does take us a while to begin to implement the rate increases","{'neg': 0.029, 'neu': 0.971, 'pos': 0.0, 'compound': -0.0772}",42.72,21.56,0.0,0.8666666666666667,earnings call,1Q,2015
ALL,ALL_1Q15.pdf,"So
it does take us a while to begin to implement the rate increases  It's a process","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",79.6,11.51,0.0,0.8823529411764706,earnings call,1Q,2015
ALL,ALL_1Q16.pdf,"At the same
time, good progress was made in improving the underlying combined ratio for auto insurance  And the
homeowners business continued to generate margins that enable us to handle large catastrophe losses
like we saw in March and still generated good return for shareholders","{'neg': 0.12, 'neu': 0.644, 'pos': 0.236, 'compound': 0.7003}",25.8,26.0,0.0,0.8666666666666667,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"And the
homeowners business continued to generate margins that enable us to handle large catastrophe losses
like we saw in March and still generated good return for shareholders 
So as you know, a severe weather creates a need for our customers to be protected, so increasing market
these days, and Allstate does an excellent job of helping customers when these events happen","{'neg': 0.123, 'neu': 0.671, 'pos': 0.206, 'compound': 0.6808}",17.01,30.61,0.0,0.8870967741935484,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"In Texas, we have over 1,100 local agencies, many of whom are close to our customers that are impacted
by these hailstorms so that they can help provide initial claim response  We also have about 1,200
specially trained catastrophe adjusters on the ground in Texas with the expertise, technology and
relationships that enable our customers to rebuild after these storms","{'neg': 0.068, 'neu': 0.891, 'pos': 0.041, 'compound': -0.4019}",19.04,28.0,0.0,0.85,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"84 per share 
The largest driver of the variance from last year's first quarter was catastrophe losses, which increased
from -- by $533 million to $827 million","{'neg': 0.206, 'neu': 0.669, 'pos': 0.125, 'compound': -0.5859}",70.47,11.94,0.0,0.9259259259259259,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"The largest driver of the variance from last year's first quarter was catastrophe losses, which increased
from -- by $533 million to $827 million  The underlying combined ratio was 87","{'neg': 0.196, 'neu': 0.746, 'pos': 0.058, 'compound': -0.7184}",50.5,14.36,0.0,0.8666666666666667,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"Allstate brand homeowners insurance had a recorded combined ratio of 93 4 for the quarter, despite the
significant catastrophe losses","{'neg': 0.173, 'neu': 0.685, 'pos': 0.142, 'compound': 0.0577}",34.26,16.0,0.0,0.95,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"4 for the quarter, despite the
significant catastrophe losses  The recorded combined ratio was 82","{'neg': 0.217, 'neu': 0.606, 'pos': 0.178, 'compound': 0.0577}",47.79,11.33,0.0,0.9333333333333333,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"7% for the quarter, driven by the positive average
premium growth of 4 8%, and as said, the impact of the rate increases continues to flow into results","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.7351}",51.52,18.34,0.0,0.8571428571428571,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"8%, and as said, the impact of the rate increases continues to flow into results 
Homeowner policies grew over the prior year by 0","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",55.58,14.6,0.0,0.9166666666666666,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"7 but included
6 7 more points in catastrophe losses","{'neg': 0.557, 'neu': 0.443, 'pos': 0.0, 'compound': -0.901}",69.79,12.0,0.0,0.9,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,7 more points in catastrophe losses  The underlying combined ratio was 87,"{'neg': 0.424, 'neu': 0.576, 'pos': 0.0, 'compound': -0.8107}",50.84,11.47,0.0,1.0,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"Allstate brand homeowners results are shown on the bottom of this page  On the bottom left, you can
see the significant impact catastrophes had in the first quarter of 2016, given the gap between the blue
column and the red line","{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2023}",46.78,19.33,0.0,0.8048780487804879,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"On the bottom left, you can
see the significant impact catastrophes had in the first quarter of 2016, given the gap between the blue
column and the red line  On an underlying basis, continued favorable noncatastrophe frequency and
severity and lower expenses resulted in a 59","{'neg': 0.044, 'neu': 0.858, 'pos': 0.098, 'compound': 0.4019}",16.33,27.1,0.0,0.8043478260869565,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"On an underlying basis, continued favorable noncatastrophe frequency and
severity and lower expenses resulted in a 59 4 underlying combined ratio in the quarter, which was 5","{'neg': 0.073, 'neu': 0.825, 'pos': 0.102, 'compound': 0.2263}",10.23,22.65,0.0,0.8888888888888888,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"All Rights reserved quarter of 2016 was adversely affected by catastrophe losses that were 7 points higher than the prior year
quarter","{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.8591}",57.61,14.25,0.0,0.9545454545454546,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"quarter of 2016 was adversely affected by catastrophe losses that were 7 points higher than the prior year
quarter  The underlying combined ratio on Encompass of 88","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.8591}",35.61,18.21,0.0,0.9259259259259259,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"Allstate has historically outperformed and industry in managing those
cost  It looks like in first Quarter, we may have given up some of that advantage due to responding to high
catastrophe load and increased frequency, but our goal is to get back to our competitive position there
and lead the industry","{'neg': 0.049, 'neu': 0.828, 'pos': 0.123, 'compound': 0.2846}",19.71,28.24,0.0,0.8431372549019608,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"So I think what happens is sometimes the confusion is, people get the capital actions in the divestitures
mixed up with how much we need to grow in that  And so we think this is the right amount of money,
keeps the company really strong, and we have plenty of capacity to either grow our business; B, handle
any kind of large catastrophes that might come our way, or, C, if we find something that's attractive to us;
externally we would want to add to the portfolio, we can do that","{'neg': 0.023, 'neu': 0.897, 'pos': 0.08, 'compound': 0.6801}",-3.98,39.48,0.0,0.7472527472527473,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"As we look, we always have a cat load that we take into account as we're
looking at rate need overall  We have to figure out what is normal volatility and normal catastrophe
activity and when we are at a new norm","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.6597}",45.77,19.66,0.0,0.8095238095238095,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"We have to figure out what is normal volatility and normal catastrophe
activity and when we are at a new norm  I mean, weather patterns are changing and nonmodeled cats are
increasing due to global warming","{'neg': 0.11, 'neu': 0.85, 'pos': 0.04, 'compound': -0.5859}",43.4,19.96,0.0,0.8333333333333334,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"There are generalities, but we -- last quarter
was one of the warmest first quarters in the last 20 years  Things change and who knows what's going
to happen in fourth quarter in terms of weather, in terms of catastrophes","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.5499}",57.27,17.65,0.0,0.775,earnings call,1Q,2016
ALL,ALL_1Q16.pdf,"Things change and who knows what's going
to happen in fourth quarter in terms of weather, in terms of catastrophes  And so I don't put that much
credence into kind of seasonality predictions","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",54.9,16.84,0.0,0.8484848484848485,earnings call,1Q,2016
ALL,ALL_1Q17.pdf,"Auto insurance profitability
improved due to the profit improvement actions that were started in 2015 and mild weather in January
and February  Homeowners insurance generated an underwriting profit despite significant catastrophe
losses","{'neg': 0.035, 'neu': 0.529, 'pos': 0.436, 'compound': 0.953}",-3.31,22.8,0.0,0.875,earnings call,1Q,2017
ALL,ALL_1Q17.pdf,"Homeowners insurance generated an underwriting profit despite significant catastrophe
losses  The Property-Liability combined ratio was 93","{'neg': 0.071, 'neu': 0.539, 'pos': 0.39, 'compound': 0.7954}",-29.37,26.4,0.0,1.0,earnings call,1Q,2017
ALL,ALL_1Q17.pdf,"8 points better than the prior year quarter  When we exclude
catastrophes and prior reserve reestimates and, of course, is our underlying combined ratio for the
first quarter, that was 84","{'neg': 0.056, 'neu': 0.858, 'pos': 0.086, 'compound': 0.25}",48.47,16.27,0.0,0.9354838709677419,earnings call,1Q,2017
ALL,ALL_1Q17.pdf,"When we exclude
catastrophes and prior reserve reestimates and, of course, is our underlying combined ratio for the
first quarter, that was 84 8, 2","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.2263}",54.56,14.8,0.0,1.0,earnings call,1Q,2017
