ticker,file,sentence,sentiment,type,quarter,year
ALL,ALL_3Q12.pdf,"Before we discuss results, let me say a few words about Hurricane Sandy, which I know personally
affected many of you  First, I hope you all are getting your lives back together","{'neg': 0.046, 'neu': 0.87, 'pos': 0.084, 'compound': 0.3182}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"If you look on Slide 2, you can see the
breadth of that 
Putting it in comparison to other events, this is at least twice the breadth of Hurricane Katrina","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"Putting it in comparison to other events, this is at least twice the breadth of Hurricane Katrina  The good
news is that the wind speeds were substantially lower than Katrina and more like last year's Hurricane
Irene","{'neg': 0.059, 'neu': 0.806, 'pos': 0.135, 'compound': 0.4939}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"The good
news is that the wind speeds were substantially lower than Katrina and more like last year's Hurricane
Irene  In fact, the winds speeds were about 2/3 of Katrina","{'neg': 0.071, 'neu': 0.767, 'pos': 0.162, 'compound': 0.4939}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"And while it's, of course, too early to call ultimate damages, several modelers have
put out insured loss estimates, Eqecat's at $5 billion to $10 billion, AIR's at $7 billion to $15 billion, with
economic losses at twice that amount  If the storm's damage is over $8 billion in insured losses, that will
make it the fifth-largest hurricane in U","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.9153}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"If the storm's damage is over $8 billion in insured losses, that will
make it the fifth-largest hurricane in U S","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7096}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"history 
Of course, a lot of the damage at this point would appear to be caused by flooding","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.4939}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"Of course, a lot of the damage at this point would appear to be caused by flooding  That is covered by
your auto insurance","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.4939}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"That is covered by
your auto insurance  As you know, the federal government provides flood insurance, and it's typically not
covered by people's homeowners insurance","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"You have some sense of the volume of the storm  I'd love to get a sense from these
operating metrics sort of where you are, you've -- say, in perspective in relation to Hurricane Irene last
year","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.6369}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"I'd love to get a sense from these
operating metrics sort of where you are, you've -- say, in perspective in relation to Hurricane Irene last
year  And then similarly, you probably are starting to get a sense of the mix and composition of the claims
that you're actually going to have to adjust","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.6369}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"I can tell
you, we're very busy  We also do, as you know, flood adjusting for the federal government where right
through on the flood, we're one of the bigger handlers to the program as well","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.2732}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"We also do, as you know, flood adjusting for the federal government where right
through on the flood, we're one of the bigger handlers to the program as well  So we take all of those
claims in","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2732}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"You gave an example of a hurricane going through New Jersey, which seems to have its own
cover  And there's 2 different covers, which I don't quite understand how they interact","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"Right  And then of course -- and as I said, auto flood is covered, and it's at 21 states","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"And then of course -- and as I said, auto flood is covered, and it's at 21 states  So it's a big storm","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"It may or
may not -- I'm not sure where we are down in the far Southern states  There maybe a few states that
would -- but the damage is much less severe down there than where the hurricane turned in","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.829}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"Whether it's insured or uninsured or government insured is a different question  But Katrina, right, there
were some regulatory push to cover flood losses","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.5499}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"But Katrina, right, there
were some regulatory push to cover flood losses  But wind -- and there was a lot of gray as to what
caught -- and in some cases because there was a lot of gray and there weren't houses left to actually
adjust","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.5499}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"But wind -- and there was a lot of gray as to what
caught -- and in some cases because there was a lot of gray and there weren't houses left to actually
adjust  I'm curious when you think about Sandy based on -- and I know it's early, but do you think --
how is the gray area in this loss wind versus flood on the personal line side contrast with kind of your
experience with Katrina? Is that something that gives you a lot of pause, recognizing that normally whenTHE ALLSTATE CORPORATION FQ3 2012 EARNINGS CALL  NOV 01, 2012
WWW","{'neg': 0.032, 'neu': 0.94, 'pos': 0.028, 'compound': -0.1249}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"I'm curious when you think about Sandy based on -- and I know it's early, but do you think --
how is the gray area in this loss wind versus flood on the personal line side contrast with kind of your
experience with Katrina? Is that something that gives you a lot of pause, recognizing that normally whenTHE ALLSTATE CORPORATION FQ3 2012 EARNINGS CALL  NOV 01, 2012
WWW SPCAPITALIQ","{'neg': 0.048, 'neu': 0.929, 'pos': 0.023, 'compound': -0.4191}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"Of course, it's too hard to tell, I haven't been on the ground out there so it's hard for me to see  I will
tell you that as it relates to Katrina, we did very well on wind versus flood","{'neg': 0.072, 'neu': 0.871, 'pos': 0.056, 'compound': 0.081}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"I will
tell you that as it relates to Katrina, we did very well on wind versus flood  We were proactive about our
approach to that","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6361}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"We were proactive about our
approach to that  And of course, the issue there was a house on the coast, big hurricane comes, house is
gone","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"And of course, the issue there was a house on the coast, big hurricane comes, house is
gone  Was it the wave and then the wind came? Or was it the wind and then the wave came? And trying to
sort that out","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"I would tell you but
you want to go way up  The National Flood Insurance Program ends up being a net drain on the U","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.1154}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,The National Flood Insurance Program ends up being a net drain on the U S,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"It really is -- if it was your business, you would seek to restructure that business charge
of the accurate prices relative to where people's houses were  You'd try to expand the coverages so you
weren't only ensuring those houses that get flooded 2 and 3 times","{'neg': 0.037, 'neu': 0.916, 'pos': 0.047, 'compound': 0.1245}",earnings call,3Q,2012
ALL,ALL_3Q12.pdf,"You'd try to expand the coverages so you
weren't only ensuring those houses that get flooded 2 and 3 times  So there is -- I think -- and Congress
has struggled with that over time, but their losses are -- the net losses will probably end up being bigger
than they would need to be if you brand it as a private business rather than as a political entity","{'neg': 0.135, 'neu': 0.844, 'pos': 0.022, 'compound': -0.8204}",earnings call,3Q,2012
ALL,ALL_3Q17.pdf,"9, which was 4 1 points better than the prior
year quarter, reflecting increased average earned premium, lower frequency and favorable prior year
reserve reestimates but was offset by higher catastrophe losses, particularly from Hurricane Harvey","{'neg': 0.24, 'neu': 0.641, 'pos': 0.119, 'compound': -0.8271}",earnings call,3Q,2017
ALL,ALL_3Q17.pdf,"1 points better than the prior
year quarter, reflecting increased average earned premium, lower frequency and favorable prior year
reserve reestimates but was offset by higher catastrophe losses, particularly from Hurricane Harvey  The
underlying combined ratio of 91","{'neg': 0.231, 'neu': 0.656, 'pos': 0.114, 'compound': -0.8271}",earnings call,3Q,2017
ALL,ALL_3Q17.pdf,"3 in the third quarter, which
generated $319 million in underwriting income as Allstate's effective risk management strategy mitigated
significant catastrophes in the third quarter  As a result of the comprehensive reinsurance program we
have in Florida, a large portion of the property losses related to Hurricane Irma were ceded and did not
impact operating profit","{'neg': 0.112, 'neu': 0.78, 'pos': 0.108, 'compound': -0.0788}",earnings call,3Q,2017
ALL,ALL_3Q17.pdf,"As a result of the comprehensive reinsurance program we
have in Florida, a large portion of the property losses related to Hurricane Irma were ceded and did not
impact operating profit  Over the last 12 months, $1 billion of underwriting income has been generated by
this product line, net of catastrophes","{'neg': 0.093, 'neu': 0.871, 'pos': 0.036, 'compound': -0.4777}",earnings call,3Q,2017
ALL,ALL_3Q17.pdf,"It's a good question  I think what we discovered over this year with 2 back-to-back Cat
4 hurricanes and all the associated issues that we've had this year is that our product design and our
risk management, our PML work, our reinsurance work, our risk concentration work and our consistent
diligence on pricing served us well","{'neg': 0.069, 'neu': 0.85, 'pos': 0.082, 'compound': 0.2023}",earnings call,3Q,2017
ALL,ALL_3Q17.pdf,"I think what we discovered over this year with 2 back-to-back Cat
4 hurricanes and all the associated issues that we've had this year is that our product design and our
risk management, our PML work, our reinsurance work, our risk concentration work and our consistent
diligence on pricing served us well  So we feel quite good about it","{'neg': 0.065, 'neu': 0.853, 'pos': 0.082, 'compound': 0.2716}",earnings call,3Q,2017
ALL,ALL_3Q19.pdf,"S  map, we have a top 3 market share in 20 states, which are shown in green, but
much lower shares in states like California and Florida, prone to catastrophes like wildfire, earthquakes
and hurricanes","{'neg': 0.063, 'neu': 0.658, 'pos': 0.279, 'compound': 0.8176}",earnings call,3Q,2019
ALL,ALL_3Q19.pdf,"map, we have a top 3 market share in 20 states, which are shown in green, but
much lower shares in states like California and Florida, prone to catastrophes like wildfire, earthquakes
and hurricanes 
We take a proactive approach to managing our exposure to different types of risks","{'neg': 0.089, 'neu': 0.651, 'pos': 0.26, 'compound': 0.8608}",earnings call,3Q,2019
ALL,ALL_3Q19.pdf,"We take a proactive approach to managing our exposure to different types of risks  We substantially
reduced our exposure in California to earthquakes by helping establish the California Earthquake Authority
in 1996, and we've decreased our underwritten policies in force there in the last decade","{'neg': 0.043, 'neu': 0.83, 'pos': 0.128, 'compound': 0.4939}",earnings call,3Q,2019
ALL,ALL_3Q19.pdf,"We substantially
reduced our exposure in California to earthquakes by helping establish the California Earthquake Authority
in 1996, and we've decreased our underwritten policies in force there in the last decade 
In Florida, we reduced our market share from about 10% in 2003 to less than 2% today","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.5719}",earnings call,3Q,2019
ALL,ALL_3Q19.pdf,"In Florida, we reduced our market share from about 10% in 2003 to less than 2% today  We also helped
shape the Florida Hurricane Catastrophe Fund, which provides reinsurance, and we use a separately
capitalized company there, Castle Key, for external reinsurance","{'neg': 0.094, 'neu': 0.858, 'pos': 0.047, 'compound': -0.4939}",earnings call,3Q,2019
ALL,ALL_3Q19.pdf,"We also helped
shape the Florida Hurricane Catastrophe Fund, which provides reinsurance, and we use a separately
capitalized company there, Castle Key, for external reinsurance  The overall objective is to meet customer
protection needs while optimizing shareholder risk and return","{'neg': 0.14, 'neu': 0.796, 'pos': 0.065, 'compound': -0.5423}",earnings call,3Q,2019
ALL,ALL_3Q20.pdf,"I mean we're adapting, we're executing, we're investing for the future  We adapted
to the pandemic, the wildfires, the hurricanes, record low interest rates","{'neg': 0.077, 'neu': 0.812, 'pos': 0.111, 'compound': 0.2263}",earnings call,3Q,2020
ALL,ALL_3Q20.pdf,"We adapted
to the pandemic, the wildfires, the hurricanes, record low interest rates  And despite all of that, our execution enabled us
to make $1","{'neg': 0.075, 'neu': 0.819, 'pos': 0.107, 'compound': 0.2263}",earnings call,3Q,2020
ALL,ALL_3Q20.pdf,"Catastrophe losses of $990 million in the third quarter were driven by a very active hurricane season and ongoing wildfires
in the West Coast  This was partially offset by favorable prior year catastrophe development recognized in the quarter withTHE ALLSTATE CORPORATION FQ3 2020 EARNINGS CALL  NOV 05, 2020
Copyright © 2020 S&P Global Market Intelligence, a division of S&P Global Inc","{'neg': 0.152, 'neu': 0.727, 'pos': 0.121, 'compound': -0.5118}",earnings call,3Q,2020
ALL,ALL_3Q21.pdf,"This was partially offset by the benefits from our long-term risk and return programs that include significant
reinsurance recoverables  They were primarily related to Hurricane Ida, and a substantial increase in performance-based
investment income","{'neg': 0.053, 'neu': 0.732, 'pos': 0.215, 'compound': 0.6597}",earnings call,3Q,2021
ALL,ALL_3Q21.pdf,"They were primarily related to Hurricane Ida, and a substantial increase in performance-based
investment income 
Capital deployment results were excellent, with $1","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7783}",earnings call,3Q,2021
ALL,ALL_3Q21.pdf,"Higher catastrophe losses shown in the middle of the chart had a negative
1 4 point impact on the combined ratio as favorable reserve reestimates recorded in 2020 from wildfire subrogation
settlements positively impacted the prior year quarter","{'neg': 0.215, 'neu': 0.656, 'pos': 0.129, 'compound': -0.6486}",earnings call,3Q,2021
ALL,ALL_3Q21.pdf,"4 point impact on the combined ratio as favorable reserve reestimates recorded in 2020 from wildfire subrogation
settlements positively impacted the prior year quarter 
Gross catastrophe losses were higher but were reduced by nearly $1 billion of net reinsurance recoveries following
Hurricane Ida, demonstrating the benefits of our long-term approach to risk and return management of the homeowners
insurance business and our comprehensive reinsurance program","{'neg': 0.121, 'neu': 0.746, 'pos': 0.133, 'compound': 0.2263}",earnings call,3Q,2021
ALL,ALL_3Q21.pdf,"Gross catastrophe losses were higher but were reduced by nearly $1 billion of net reinsurance recoveries following
Hurricane Ida, demonstrating the benefits of our long-term approach to risk and return management of the homeowners
insurance business and our comprehensive reinsurance program THE ALLSTATE CORPORATION FQ3 2021 EARNINGS CALL  NOV 04, 2021
Copyright © 2021 S&P Global Market Intelligence, a division of S&P Global Inc","{'neg': 0.121, 'neu': 0.747, 'pos': 0.132, 'compound': 0.4215}",earnings call,3Q,2021
ALL,ALL_3Q22.pdf,"Enterprise risk and return management actions reduced our Florida personal property market share to
2 6%, which, combined with a comprehensive reinsurance program, including our standalone Florida
property coverage, significantly mitigated net losses from Hurricane Ian","{'neg': 0.117, 'neu': 0.78, 'pos': 0.102, 'compound': -0.1531}",earnings call,3Q,2022
ALL,ALL_3Q22.pdf,"6%, which, combined with a comprehensive reinsurance program, including our standalone Florida
property coverage, significantly mitigated net losses from Hurricane Ian  Estimated gross catastrophe
losses due to the hurricane totaled $671 million and were reduced by $305 million in expected reinsurance
recoveries, primarily related to property reinsurance for our standalone Florida property insurance
company, Castle Key","{'neg': 0.196, 'neu': 0.774, 'pos': 0.03, 'compound': -0.8979}",earnings call,3Q,2022
ALL,ALL_3Q23.pdf,"Storms are more severe now  So just the fact that you have a more severe storm will increase
the severity of the losses that you have one, at a storm, whether that's hail storm or a tornado or a
hurricane, it just causes more damage","{'neg': 0.219, 'neu': 0.715, 'pos': 0.066, 'compound': -0.8548}",earnings call,3Q,2023
ALL,ALL_3Q23.pdf,"So just the fact that you have a more severe storm will increase
the severity of the losses that you have one, at a storm, whether that's hail storm or a tornado or a
hurricane, it just causes more damage  Underneath both that and a traditional loss are just the normal
inflationary pressures","{'neg': 0.216, 'neu': 0.727, 'pos': 0.057, 'compound': -0.8775}",earnings call,3Q,2023
ALL,ALL_3Q23.pdf,"Underneath both that and a traditional loss are just the normal
inflationary pressures 
And so the cost of lumber goes up, whether you burn your house down or get knocked down by a
hurricane, it's that underlying it","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.5574}",earnings call,3Q,2023
ALL,ALL_3Q23.pdf,"And so the cost of lumber goes up, whether you burn your house down or get knocked down by a
hurricane, it's that underlying it  So you have kind of a compounding impact on catastrophes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2023
ALL,ALL_3Q24.pdf,"But then once
you kind of get away from that, really, the rest of the country, particularly the middle part of the country
is -- there's real opportunity for us to continue to grow homeowners  And that's not where you get the
hurricanes or necessarily the wildfires","{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.5719}",earnings call,3Q,2024
ALL,ALL_3Q24.pdf,"And that's not where you get the
hurricanes or necessarily the wildfires  It's more of the severe weather, tornadoes, hail and so on","{'neg': 0.114, 'neu': 0.835, 'pos': 0.052, 'compound': -0.3744}",earnings call,3Q,2024
ALL,ALL_4Q07.pdf,"com/marketintelligence 5Green, and then we have a variety of other service options that are designed to improve the customer
experience 
And while we think that we did not experience any major hurricane this year, we did help our customers
do 91 separate catastrophe events, including the California wildfires, which are estimated across $318
million","{'neg': 0.072, 'neu': 0.836, 'pos': 0.092, 'compound': 0.0516}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"We are still working to find a solution to Florida's broken property insurance
market  Unfortunately the economic cost associated with severe hurricanes have yet to be adequately
addressed","{'neg': 0.235, 'neu': 0.698, 'pos': 0.067, 'compound': -0.7003}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"Unfortunately the economic cost associated with severe hurricanes have yet to be adequately
addressed  We are working to help find solutions to fix the market for consumers","{'neg': 0.154, 'neu': 0.71, 'pos': 0.136, 'compound': -0.1531}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"Now turning to our catastrophe losses, for the quarter they totaled about $472 million, or about 7%
of earned premium and that was $193 million, or 69% more than for the fourth quarter of 2006  The
California wildfires, accounted for $318 million, or about two-thirds of the fourth quarter total","{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.7964}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"The
California wildfires, accounted for $318 million, or about two-thirds of the fourth quarter total  Included in
those fourth quarter cat losses was $26 million related to prior year's events","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.4019}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"Included in
those fourth quarter cat losses was $26 million related to prior year's events  Most of that was increased
loss reserves for reopened claims arising from litigation filed in conjunction with the Louisiana deadline
for filing suits related to Hurricane Katrina","{'neg': 0.145, 'neu': 0.81, 'pos': 0.045, 'compound': -0.5719}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"Most of that was increased
loss reserves for reopened claims arising from litigation filed in conjunction with the Louisiana deadline
for filing suits related to Hurricane Katrina  For the year, we experience cat losses of $1","{'neg': 0.166, 'neu': 0.782, 'pos': 0.051, 'compound': -0.5719}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"As was the case last year, during January, we completed the renewal of our catastrophe reinsurance
agreements, except for those related to Florida  We expect to place those contracts later this year,
once the Florida Hurricane catastrophe plans are known, and then have them effective for hurricane
season, beginning June 1st","{'neg': 0.144, 'neu': 0.77, 'pos': 0.085, 'compound': -0.6808}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"We expect to place those contracts later this year,
once the Florida Hurricane catastrophe plans are known, and then have them effective for hurricane
season, beginning June 1st  Our approach this year and going forward is to purchase a reinsurance
coverage on a multiyear basis using a combination of one, two, and three year of contracts","{'neg': 0.072, 'neu': 0.878, 'pos': 0.05, 'compound': -0.3182}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"This layered
approach obviously lessens the amount of reinsurance being placed in the market at any one year  We
estimate that the total annualized cost of all reinsurance programs for the 2008 hurricane season would
be approximately $660 million per year, or a $165 million for the quarter, including an estimate for
reinsurance coverage in Florida","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"We
estimate that the total annualized cost of all reinsurance programs for the 2008 hurricane season would
be approximately $660 million per year, or a $165 million for the quarter, including an estimate for
reinsurance coverage in Florida  That compares with approximately $900 million per year for our total
annualized cost for the 2007 hurricane season","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2007
ALL,ALL_4Q07.pdf,"That compares with approximately $900 million per year for our total
annualized cost for the 2007 hurricane season  Approximately $240 million decrease is due in part to our
reduced exposure in Florida, following our non-renewal activities for the past year","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2007
ALL,ALL_4Q08.pdf,"3 billion  2008 catastrophe losses were the second worst in our history and were
affected not only by hurricanes and wildfires, but also one of the most active tornado seasons on record","{'neg': 0.213, 'neu': 0.685, 'pos': 0.101, 'compound': -0.3422}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"2008 catastrophe losses were the second worst in our history and were
affected not only by hurricanes and wildfires, but also one of the most active tornado seasons on record 
And these results could have been worse had we not taken aggressive cat management actions over the
last several years","{'neg': 0.205, 'neu': 0.703, 'pos': 0.092, 'compound': -0.7091}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"Wilson
First, our catastrophe management program was really around our desire to exit from the business of
insuring for modeled catastrophes called hurricanes and earthquakes  Of course, we’re almost totally out
of the earthquake business except for a few dangling participles","{'neg': 0.095, 'neu': 0.841, 'pos': 0.064, 'compound': -0.3477}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"Of course, we’re almost totally out
of the earthquake business except for a few dangling participles  And in terms of fire following in California
and a little bit in Kentucky","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.34}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"0 billion cat loss you talk about, I would point out we had $3 3 billion this year and
we still made money and we made money in the year when we had hurricane Katrina, as well, although
we had the negative investment result from that year","{'neg': 0.115, 'neu': 0.845, 'pos': 0.04, 'compound': -0.5994}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"3 billion this year and
we still made money and we made money in the year when we had hurricane Katrina, as well, although
we had the negative investment result from that year  So the challenge for us this year has really been
non-modeled cats which are wind storms, tornadoes and as we talked about in the second and third
quarter, that was a big driver of losses for us","{'neg': 0.084, 'neu': 0.868, 'pos': 0.048, 'compound': -0.575}",earnings call,4Q,2008
ALL,ALL_4Q08.pdf,"And with hurricanes we found out that the
water was getting warmer and because of that the intensity of the hurricanes would be greater 
On the other hand, we looked to see if there were any changes in climate that would increase the number
of tornadoes, specifically, and there is nothing that we have been able to find out","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.8591}",earnings call,4Q,2008
ALL,ALL_4Q10.pdf,"Because we've not been able to forecast catastrophes well, we said -- the only thing we could
really give you that we feel comfortable in looking at the rhythm of business and making a judgment as
to where the next year will be was excluding catastrophes and then prior reserve leases, which nobody
factors those into their estimates  So the issue is with the weather different, that being, if you look at
hurricanes, the water's warmer, the air is different, and so you have much larger, much more severe
hurricanes","{'neg': 0.03, 'neu': 0.891, 'pos': 0.079, 'compound': 0.5729}",earnings call,4Q,2010
ALL,ALL_4Q10.pdf,"So the issue is with the weather different, that being, if you look at
hurricanes, the water's warmer, the air is different, and so you have much larger, much more severe
hurricanes  So when the hurricanes started to hit, we, obviously -- very difficult to forecast what your
losses are after it hits, much less before the season","{'neg': 0.13, 'neu': 0.836, 'pos': 0.034, 'compound': -0.734}",earnings call,4Q,2010
ALL,ALL_4Q10.pdf,"So when the hurricanes started to hit, we, obviously -- very difficult to forecast what your
losses are after it hits, much less before the season  What's happened is you've seen a big increase in
other related weather, so tornadoes, hailstorms, wildfires because of severe weather patterns","{'neg': 0.152, 'neu': 0.805, 'pos': 0.043, 'compound': -0.6997}",earnings call,4Q,2010
ALL,ALL_4Q10.pdf,"What's happened is you've seen a big increase in
other related weather, so tornadoes, hailstorms, wildfires because of severe weather patterns  And those
are notoriously difficult to predict","{'neg': 0.157, 'neu': 0.772, 'pos': 0.071, 'compound': -0.4215}",earnings call,4Q,2010
ALL,ALL_4Q11.pdf,"As you know, some states, we don't have -- some states we have severe
weather problems, we've got to get more price to that  In some places, we have hurricane exposure,
we got to make progress here","{'neg': 0.126, 'neu': 0.808, 'pos': 0.067, 'compound': -0.3612}",earnings call,4Q,2011
ALL,ALL_4Q11.pdf,"In some places, we have hurricane exposure,
we got to make progress here  Other states, we have absolutely no problems at all and we should be
growing and we're not","{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.7453}",earnings call,4Q,2011
ALL,ALL_4Q16.pdf,"The top part of the page provides
detail on our profitability results showing that we have continued to generate attractive returns with
the recorded combined ratio of 68 7 in the fourth quarter, benefiting from lower catastrophe losses
despite Hurricane Matthew and the Tennessee fires","{'neg': 0.169, 'neu': 0.708, 'pos': 0.123, 'compound': -0.5423}",earnings call,4Q,2016
ALL,ALL_4Q16.pdf,"7 in the fourth quarter, benefiting from lower catastrophe losses
despite Hurricane Matthew and the Tennessee fires  For the full year, the recorded combined ratio is 83","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.8519}",earnings call,4Q,2016
ALL,ALL_4Q17.pdf,"The homeowners recorded combined ratio was 85 4 in the fourth quarter,
which generated $252 million in underwriting income, as Allstate's effective risk and return management
strategy drove strong performance despite significant California wildfire losses","{'neg': 0.149, 'neu': 0.701, 'pos': 0.15, 'compound': 0.2519}",earnings call,4Q,2017
ALL,ALL_4Q17.pdf,"4 in the fourth quarter,
which generated $252 million in underwriting income, as Allstate's effective risk and return management
strategy drove strong performance despite significant California wildfire losses 
For the full year, despite $2","{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.2519}",earnings call,4Q,2017
ALL,ALL_4Q17.pdf,"Encompass reported combined ratio was 106 4 in the fourth quarter of 2017, and was impacted by
significant catastrophe losses, primarily due to the California wildfires","{'neg': 0.223, 'neu': 0.721, 'pos': 0.056, 'compound': -0.743}",earnings call,4Q,2017
ALL,ALL_4Q17.pdf,"4 in the fourth quarter of 2017, and was impacted by
significant catastrophe losses, primarily due to the California wildfires  The underlying combined ratio of
86","{'neg': 0.29, 'neu': 0.657, 'pos': 0.054, 'compound': -0.836}",earnings call,4Q,2017
ALL,ALL_4Q18.pdf,"4%  The
reported combined ratio of 97 was 6 points higher than the prior year quarter, due to higher homeowners
insurance combined ratio, primarily from catastrophe losses related to Hurricane Michael and the California
wildfires","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.7964}",earnings call,4Q,2018
ALL,ALL_4Q18.pdf,"The
reported combined ratio of 97 was 6 points higher than the prior year quarter, due to higher homeowners
insurance combined ratio, primarily from catastrophe losses related to Hurricane Michael and the California
wildfires 
The auto insurance combined ratio remained solid, as higher premiums earned and lower accident
frequency more than offset higher physical damage severity","{'neg': 0.232, 'neu': 0.744, 'pos': 0.024, 'compound': -0.9325}",earnings call,4Q,2018
AFL,AFL_1Q21.pdf,"And we have actually a
fairly good amount of historical experience on this, as I might have mentioned in past comments  It's not unusual to have
these state mandates put in place during natural disasters and the like","{'neg': 0.079, 'neu': 0.747, 'pos': 0.174, 'compound': 0.5106}",earnings call,1Q,2021
AFL,AFL_1Q21.pdf,"It's not unusual to have
these state mandates put in place during natural disasters and the like  And so we've seen this before","{'neg': 0.126, 'neu': 0.699, 'pos': 0.175, 'compound': 0.1027}",earnings call,1Q,2021
